Auftrag_ID,Datum,Kunde / Firma,Adresse Start,Adresse Ziel,Transport,Zusatztechnik,Kilometer,Kraftstoffverbrauch_Liter,Anzahl Möbelpacker,Arbeitsstunden Möbelpacker,Auftragsdauer_Stunden,Preis_EUR,Notizen
1837,2025-09-01,IT-Service Elbe,"Feldweg 39, Hamburg-Eimsbüttel","Bergstraße 80, Hamburg-Altona",eigener Transporter,Gabelstapler gemietet,50,4.78,3,7.6,8.7,803.49,Gabelstapler gemietet
1838,2025-09-01,StartupDock Hamburg,"Elbchaussee 47, Stade","Feldweg 94, Hamburg-Bergedorf",gemieteter 12t LKW mit Fahrer,Möbellift,25,3.96,1,7.3,30.4,502.49,Mehrtagiger Auftrag (z.B. Lagerumzug / LKW manuell beladen)
1839,2025-09-01,HafenLogistik HH,"Bergstraße 40, Hamburg-Wandsbek","Elbchaussee 27, Hamburg-Altona",eigener 7.5t LKW,Möbellift,14,2.01,2,1.9,3.4,431.41,Möbellift
1840,2025-09-01,Thomas Krüger,"Mühlenweg 37, Norderstedt","Lange Reihe 114, Hamburg-Bergedorf",eigener 7.5t LKW,Gabelstapler gemietet,68,8.34,2,3.4,6.3,503.44,Gabelstapler gemietet
1841,2025-09-01,Uwe Hartmann,"Bahnhofstraße 112, Hamburg-Eimsbüttel","Industriestraße 105, Hamburg-Bergedorf",gemieteter 12t LKW mit Fahrer,Hubwagen,5,0.83,3,2.4,3.0,455.98,Hubwagen
1842,2025-09-02,Lagerhaus Barmbek,"Hafenstraße 64, Hamburg-Bergedorf","Feldweg 27, Hamburg-Bergedorf",gemieteter Transporter mit Fahrer,,62,9.39,2,5.0,7.0,554.06,
1843,2025-09-02,Martin Schulz,"Bahnhofstraße 16, Wedel","Kirchenallee 3, Reinbek",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,117,12.38,4,3.8,5.1,746.98,Gabelstapler gemietet
1844,2025-09-02,Anna Becker,"Bahnhofstraße 83, Pinneberg","Hafenstraße 80, Norderstedt",gemieteter 12t LKW mit Fahrer,Möbellift,8,0.78,3,3.6,6.0,490.92,Möbellift
1845,2025-09-02,Lagerhaus Barmbek,"Kirchenallee 116, Stade","Hauptstraße 13, Reinbek",eigener Transporter,,45,7.01,3,2.1,4.9,510.47,
1846,2025-09-02,Nordlicht Möbelhandel,"Kirchenallee 30, Wedel","Industriestraße 46, Hamburg-Eimsbüttel",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,27,3.72,0,0.0,1.9,91.36,Gabelstapler gemietet
1847,2025-09-03,Nordlicht Möbelhandel,"Feldweg 61, Wedel","Hafenstraße 50, Wedel",eigener 7.5t LKW,,30,4.13,1,4.9,25.3,481.25,Mehrtagiger Auftrag (z.B. Lagerumzug / LKW manuell beladen)
1848,2025-09-03,Küchenstudio Altona,"Elbchaussee 100, Hamburg-Altona","Mühlenweg 61, Norderstedt",eigener 7.5t LKW,Hubwagen,79,13.24,0,0.0,2.8,125.52,Hubwagen
1849,2025-09-03,Lena Vogt,"Industriestraße 107, Hamburg-Wandsbek","Mühlenweg 43, Hamburg-Altona",eigener 7.5t LKW,Hubwagen,7,0.88,1,6.5,9.2,470.32,Hubwagen
1850,2025-09-03,Julia Neumann,"Feldweg 16, Reinbek","Feldweg 100, Hamburg-Nord",gemieteter Transporter mit Fahrer,Gabelstapler gemietet,27,3.92,4,2.3,4.3,493.2,Gabelstapler gemietet
1851,2025-09-04,Julia Neumann,"Feldweg 20, Hamburg-Harburg","Elbchaussee 113, Buxtehude",eigener 7.5t LKW,Möbellift,110,12.09,0,0.0,1.3,218.41,Möbellift
1852,2025-09-04,Eventtechnik Elbe GmbH,"Bergstraße 78, Hamburg-Harburg","Bergstraße 6, Buxtehude",eigener 7.5t LKW,Gabelstapler gemietet,64,11.44,2,5.9,6.8,577.29,Gabelstapler gemietet
1853,2025-09-04,Peter Hansen,"Hafenstraße 27, Hamburg-Eimsbüttel","Industriestraße 98, Ahrensburg",gemieteter Transporter mit Fahrer,Hubwagen,113,19.84,4,3.2,4.9,724.35,Hubwagen
1854,2025-09-04,Martin Schulz,"Elbchaussee 102, Hamburg-Harburg","Hafenstraße 30, Hamburg-Altona",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,73,12.21,3,1.6,3.2,532.55,Gabelstapler gemietet
1855,2025-09-05,Uwe Hartmann,"Industriestraße 26, Hamburg-Bergedorf","Industriestraße 106, Hamburg-Bergedorf",gemieteter Transporter mit Fahrer,Hubwagen,58,7.08,2,2.1,4.8,473.45,Hubwagen
1856,2025-09-05,Nina Krause,"Lange Reihe 111, Buxtehude","Hafenstraße 35, Wedel",eigener Transporter,Möbellift,69,6.9,1,4.3,6.7,453.41,Möbellift
1857,2025-09-05,Martin Schulz,"Elbchaussee 20, Stade","Mühlenweg 108, Hamburg-Eimsbüttel",eigener Transporter,Gabelstapler gemietet,60,7.42,0,0.0,1.9,113.06,Gabelstapler gemietet
1858,2025-09-05,Fischer & Partner Büroservice,"Bergstraße 68, Hamburg-Bergedorf","Lange Reihe 46, Norderstedt",gemieteter 12t LKW mit Fahrer,Möbellift,20,2.3,2,6.0,7.8,574.38,Möbellift
1859,2025-09-05,Sven Richter,"Industriestraße 84, Stade","Bahnhofstraße 7, Hamburg-Eimsbüttel",eigener Transporter,Gabelstapler gemietet,39,3.87,2,2.5,3.2,466.71,Gabelstapler gemietet
1860,2025-09-06,Nina Krause,"Lange Reihe 56, Stade","Elbchaussee 70, Hamburg-Altona",gemieteter Transporter mit Fahrer,Gabelstapler gemietet,32,4.61,4,2.2,3.8,491.89,Gabelstapler gemietet
1861,2025-09-06,Nina Krause,"Kirchenallee 107, Hamburg-Wandsbek","Elbchaussee 94, Hamburg-Wandsbek",eigener 7.5t LKW,Gabelstapler gemietet,23,2.9,4,7.0,8.1,849.8,Gabelstapler gemietet
1862,2025-09-06,Peter Hansen,"Lange Reihe 113, Buxtehude","Hauptstraße 44, Hamburg-Eimsbüttel",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,67,8.14,1,2.6,3.9,449.14,Gabelstapler gemietet
1863,2025-09-06,Lagerhaus Barmbek,"Mühlenweg 71, Hamburg-Eimsbüttel","Bergstraße 71, Ahrensburg",eigener Transporter,Gabelstapler gemietet,14,1.5,1,7.5,8.5,504.46,Gabelstapler gemietet
1864,2025-09-06,GreenMarket GmbH,"Mühlenweg 116, Hamburg-Harburg","Hauptstraße 76, Hamburg-Altona",eigener Transporter,Hubwagen,22,3.27,4,3.0,4.4,569.79,Hubwagen
1865,2025-09-07,Bäckerei Nord GmbH,"Feldweg 45, Hamburg-Eimsbüttel","Mühlenweg 58, Hamburg-Bergedorf",eigener 7.5t LKW,Gabelstapler gemietet,76,8.78,1,3.0,3.8,450.47,Gabelstapler gemietet
1866,2025-09-07,Julia Neumann,"Feldweg 120, Ahrensburg","Elbchaussee 66, Norderstedt",eigener 7.5t LKW,Gabelstapler gemietet,42,5.88,1,3.1,4.0,461.54,Gabelstapler gemietet
1867,2025-09-07,Uwe Hartmann,"Elbchaussee 17, Hamburg-Eimsbüttel","Hafenstraße 101, Norderstedt",eigener 7.5t LKW,Gabelstapler gemietet,11,1.65,2,6.8,7.9,592.46,Gabelstapler gemietet
1868,2025-09-07,Küchenstudio Altona,"Bahnhofstraße 113, Hamburg-Eimsbüttel","Bergstraße 10, Hamburg-Nord",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,65,9.28,1,6.0,8.7,502.5,Gabelstapler gemietet
1869,2025-09-08,Lena Vogt,"Hauptstraße 98, Hamburg-Bergedorf","Industriestraße 80, Pinneberg",gemieteter Transporter mit Fahrer,Möbellift,73,10.94,0,0.0,2.8,126.51,Möbellift
1870,2025-09-08,Uwe Hartmann,"Hauptstraße 15, Stade","Kirchenallee 30, Hamburg-Altona",gemieteter Transporter mit Fahrer,Möbellift,14,1.78,3,3.9,6.4,510.43,Möbellift
1871,2025-09-08,Thomas Krüger,"Hauptstraße 43, Pinneberg","Elbchaussee 107, Hamburg-Altona",gemieteter Transporter mit Fahrer,,87,10.06,0,0.0,2.4,198.11,
1872,2025-09-08,Nina Krause,"Industriestraße 68, Hamburg-Altona","Lange Reihe 71, Buxtehude",eigener 7.5t LKW,Gabelstapler gemietet,57,5.79,4,7.9,8.8,954.76,Gabelstapler gemietet
1873,2025-09-08,Lena Vogt,"Lange Reihe 102, Hamburg-Wandsbek","Hauptstraße 104, Ahrensburg",eigener 7.5t LKW,Möbellift,113,16.34,0,0.0,1.5,224.39,Möbellift
1874,2025-09-09,Julia Neumann,"Industriestraße 93, Reinbek","Mühlenweg 117, Stade",eigener Transporter,,43,6.18,4,6.2,8.7,778.35,
1875,2025-09-09,HafenLogistik HH,"Mühlenweg 120, Reinbek","Mühlenweg 77, Hamburg-Bergedorf",gemieteter Transporter mit Fahrer,Hubwagen,102,13.76,4,3.5,4.8,689.8,Hubwagen
1876,2025-09-09,Eventtechnik Elbe GmbH,"Kirchenallee 12, Hamburg-Wandsbek","Lange Reihe 111, Hamburg-Nord",gemieteter Transporter mit Fahrer,,5,0.64,4,3.7,5.2,568.84,
1877,2025-09-09,Lena Vogt,"Hauptstraße 80, Hamburg-Bergedorf","Lange Reihe 111, Hamburg-Altona",gemieteter Transporter mit Fahrer,Hubwagen,37,6.62,2,5.7,8.6,589.92,Hubwagen
1878,2025-09-09,Peter Hansen,"Hafenstraße 50, Hamburg-Harburg","Bahnhofstraße 9, Reinbek",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,48,8.05,3,7.6,9.9,818.35,Gabelstapler gemietet
1879,2025-09-09,Thomas Krüger,"Feldweg 33, Norderstedt","Bahnhofstraße 19, Hamburg-Eimsbüttel",gemieteter Transporter mit Fahrer,Hubwagen,66,11.02,0,0.0,2.3,179.66,Hubwagen
1880,2025-09-10,Katrin Albrecht,"Bergstraße 2, Norderstedt","Feldweg 66, Hamburg-Bergedorf",gemieteter 12t LKW mit Fahrer,Hubwagen,7,0.75,2,5.4,6.0,513.41,Hubwagen
1881,2025-09-10,Sven Richter,"Lange Reihe 67, Hamburg-Harburg","Mühlenweg 27, Hamburg-Nord",eigener 7.5t LKW,,97,14.17,2,6.6,9.3,693.57,
1882,2025-09-10,IT-Service Elbe,"Elbchaussee 54, Wedel","Industriestraße 53, Reinbek",eigener 7.5t LKW,Hubwagen,42,5.31,1,3.7,5.3,411.54,Hubwagen
1883,2025-09-10,Fischer & Partner Büroservice,"Bahnhofstraße 83, Hamburg-Altona","Mühlenweg 97, Hamburg-Altona",eigener Transporter,Möbellift,112,12.37,0,0.0,2.9,213.73,Möbellift
1884,2025-09-10,Peter Hansen,"Industriestraße 114, Pinneberg","Kirchenallee 76, Hamburg-Altona",eigener 7.5t LKW,,49,7.49,2,7.7,9.0,618.41,
1885,2025-09-11,Fischer & Partner Büroservice,"Kirchenallee 33, Hamburg-Altona","Industriestraße 17, Hamburg-Nord",eigener 7.5t LKW,,77,7.09,1,4.6,5.5,486.62,
1886,2025-09-11,IT-Service Elbe,"Feldweg 58, Norderstedt","Elbchaussee 12, Norderstedt",eigener Transporter,Hubwagen,65,7.24,3,6.8,7.6,793.07,Hubwagen
1887,2025-09-11,Peter Hansen,"Lange Reihe 60, Hamburg-Bergedorf","Bahnhofstraße 41, Reinbek",gemieteter Transporter mit Fahrer,Hubwagen,70,6.33,2,6.5,9.1,613.37,Hubwagen
1888,2025-09-11,Nordlicht Möbelhandel,"Mühlenweg 115, Pinneberg","Hafenstraße 39, Ahrensburg",gemieteter 12t LKW mit Fahrer,Hubwagen,94,14.92,0,0.0,2.6,199.74,Hubwagen
1889,2025-09-11,Küchenstudio Altona,"Hafenstraße 112, Hamburg-Wandsbek","Hauptstraße 73, Hamburg-Nord",eigener 7.5t LKW,,34,3.68,3,7.4,8.3,792.58,
1890,2025-09-11,Fischer & Partner Büroservice,"Hauptstraße 90, Ahrensburg","Lange Reihe 18, Hamburg-Altona",gemieteter Transporter mit Fahrer,,100,9.72,0,0.0,2.2,173.97,
1891,2025-09-12,Martin Schulz,"Bahnhofstraße 34, Reinbek","Hauptstraße 50, Hamburg-Bergedorf",eigener 7.5t LKW,Möbellift,66,7.42,1,3.3,4.7,482.32,Möbellift
1892,2025-09-12,Eventtechnik Elbe GmbH,"Industriestraße 3, Hamburg-Eimsbüttel","Kirchenallee 35, Hamburg-Wandsbek",gemieteter 12t LKW mit Fahrer,Hubwagen,47,7.39,3,3.1,4.9,574.87,Hubwagen
1893,2025-09-12,Küchenstudio Altona,"Lange Reihe 42, Pinneberg","Industriestraße 85, Hamburg-Altona",gemieteter Transporter mit Fahrer,,5,0.76,1,7.6,10.4,485.21,
1894,2025-09-12,Küchenstudio Altona,"Feldweg 118, Reinbek","Industriestraße 87, Norderstedt",eigener 7.5t LKW,Gabelstapler gemietet,31,5.57,2,7.5,8.1,617.54,Gabelstapler gemietet
1895,2025-09-12,Thomas Krüger,"Mühlenweg 102, Hamburg-Wandsbek","Hauptstraße 34, Wedel",eigener Transporter,Gabelstapler gemietet,36,4.23,4,2.5,31.4,540.51,Mehrtagiger Auftrag (z.B. Lagerumzug / LKW manuell beladen)
1896,2025-09-12,Anna Becker,"Lange Reihe 88, Hamburg-Wandsbek","Elbchaussee 28, Norderstedt",eigener Transporter,Gabelstapler gemietet,104,16.7,0,0.0,2.3,227.88,Gabelstapler gemietet
1897,2025-09-13,Uwe Hartmann,"Elbchaussee 40, Pinneberg","Hauptstraße 41, Hamburg-Harburg",gemieteter Transporter mit Fahrer,Hubwagen,10,1.31,3,2.1,4.7,472.27,Hubwagen
1898,2025-09-13,Küchenstudio Altona,"Feldweg 21, Pinneberg","Elbchaussee 90, Hamburg-Harburg",eigener Transporter,Möbellift,91,12.22,2,7.4,8.6,733.62,Möbellift
1899,2025-09-13,Peter Hansen,"Mühlenweg 88, Reinbek","Feldweg 111, Norderstedt",eigener 7.5t LKW,Hubwagen,47,6.24,3,6.1,6.9,668.03,Hubwagen
1900,2025-09-13,Peter Hansen,"Industriestraße 9, Hamburg-Altona","Elbchaussee 105, Pinneberg",eigener Transporter,Möbellift,57,7.76,0,0.0,1.8,142.42,Möbellift
1901,2025-09-13,Uwe Hartmann,"Mühlenweg 68, Hamburg-Eimsbüttel","Elbchaussee 43, Reinbek",gemieteter 12t LKW mit Fahrer,Hubwagen,37,4.75,1,7.5,8.1,530.26,Hubwagen
1902,2025-09-14,Fischer & Partner Büroservice,"Kirchenallee 77, Norderstedt","Feldweg 98, Norderstedt",eigener Transporter,Gabelstapler gemietet,112,13.15,0,0.0,0.7,173.48,Gabelstapler gemietet
1903,2025-09-14,Julia Neumann,"Mühlenweg 87, Hamburg-Harburg","Hauptstraße 74, Ahrensburg",gemieteter 12t LKW mit Fahrer,Hubwagen,90,12.06,3,6.2,8.0,793.53,Hubwagen
1904,2025-09-14,Anna Becker,"Industriestraße 84, Hamburg-Eimsbüttel","Kirchenallee 119, Pinneberg",eigener 7.5t LKW,Gabelstapler gemietet,20,3.44,0,0.0,2.3,91.13,Gabelstapler gemietet
1905,2025-09-14,Bäckerei Nord GmbH,"Bergstraße 53, Reinbek","Lange Reihe 55, Buxtehude",eigener Transporter,,60,10.63,3,7.8,10.0,825.02,
1906,2025-09-15,Anna Becker,"Bahnhofstraße 64, Wedel","Bahnhofstraße 108, Hamburg-Harburg",eigener Transporter,Hubwagen,59,9.39,3,2.9,3.6,567.83,Hubwagen
1907,2025-09-15,Sven Richter,"Mühlenweg 105, Wedel","Hafenstraße 109, Wedel",eigener 7.5t LKW,Gabelstapler gemietet,83,14.08,2,1.6,3.6,503.91,Gabelstapler gemietet
1908,2025-09-15,Thomas Krüger,"Feldweg 80, Hamburg-Wandsbek","Bahnhofstraße 108, Hamburg-Wandsbek",eigener Transporter,Möbellift,111,13.34,4,1.6,2.9,604.58,Möbellift
1909,2025-09-15,Uwe Hartmann,"Industriestraße 35, Ahrensburg","Bergstraße 109, Hamburg-Bergedorf",gemieteter 12t LKW mit Fahrer,Möbellift,100,10.6,3,6.2,8.3,746.58,Möbellift
1910,2025-09-15,Uwe Hartmann,"Lange Reihe 18, Norderstedt","Industriestraße 80, Pinneberg",gemieteter Transporter mit Fahrer,,17,1.53,4,3.8,4.5,632.62,
1911,2025-09-16,Nina Krause,"Bahnhofstraße 70, Hamburg-Eimsbüttel","Industriestraße 85, Hamburg-Eimsbüttel",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,38,4.01,1,3.1,21.6,402.71,Mehrtagiger Auftrag (z.B. Lagerumzug / LKW manuell beladen)
1912,2025-09-16,Nina Krause,"Elbchaussee 117, Buxtehude","Bahnhofstraße 26, Buxtehude",eigener 7.5t LKW,Hubwagen,88,11.25,0,0.0,0.8,164.15,Hubwagen
1913,2025-09-16,Nordlicht Möbelhandel,"Hauptstraße 91, Pinneberg","Hauptstraße 106, Hamburg-Wandsbek",eigener 7.5t LKW,,62,9.03,0,0.0,0.9,160.59,
1914,2025-09-16,Nordlicht Möbelhandel,"Hafenstraße 4, Wedel","Hauptstraße 96, Hamburg-Nord",gemieteter 12t LKW mit Fahrer,,14,2.05,0,0.0,1.4,116.63,
1915,2025-09-16,Lena Vogt,"Bahnhofstraße 3, Pinneberg","Lange Reihe 40, Hamburg-Nord",gemieteter 12t LKW mit Fahrer,Möbellift,85,7.68,3,7.3,8.8,844.55,Möbellift
1916,2025-09-17,Sven Richter,"Lange Reihe 65, Hamburg-Harburg","Kirchenallee 63, Ahrensburg",eigener 7.5t LKW,Gabelstapler gemietet,65,8.73,2,1.9,30.1,453.24,Mehrtagiger Auftrag (z.B. Lagerumzug / LKW manuell beladen)
1917,2025-09-17,Lena Vogt,"Hafenstraße 116, Stade","Hauptstraße 7, Ahrensburg",gemieteter Transporter mit Fahrer,,39,3.69,1,6.0,7.5,501.24,
1918,2025-09-17,StartupDock Hamburg,"Mühlenweg 84, Stade","Kirchenallee 37, Stade",eigener 7.5t LKW,Hubwagen,104,16.56,3,4.7,7.5,697.82,Hubwagen
1919,2025-09-17,Uwe Hartmann,"Bergstraße 113, Hamburg-Harburg","Industriestraße 55, Stade",eigener 7.5t LKW,,39,5.71,1,2.8,4.0,407.41,
1920,2025-09-18,Julia Neumann,"Bahnhofstraße 107, Wedel","Bahnhofstraße 74, Ahrensburg",eigener Transporter,Gabelstapler gemietet,43,4.72,3,7.7,9.6,806.98,Gabelstapler gemietet
1921,2025-09-18,Lena Vogt,"Elbchaussee 32, Ahrensburg","Elbchaussee 93, Reinbek",gemieteter 12t LKW mit Fahrer,,89,8.39,3,5.2,7.6,742.5,
1922,2025-09-18,Lena Vogt,"Kirchenallee 92, Pinneberg","Hafenstraße 67, Ahrensburg",eigener 7.5t LKW,Gabelstapler gemietet,47,6.14,0,0.0,1.2,140.06,Gabelstapler gemietet
1923,2025-09-18,GreenMarket GmbH,"Kirchenallee 114, Hamburg-Nord","Elbchaussee 22, Stade",gemieteter 12t LKW mit Fahrer,,60,10.0,4,4.2,6.8,678.74,
1924,2025-09-18,Eventtechnik Elbe GmbH,"Lange Reihe 72, Wedel","Hauptstraße 51, Pinneberg",gemieteter 12t LKW mit Fahrer,Hubwagen,59,6.64,4,1.6,3.6,543.64,Hubwagen
1925,2025-09-18,Katrin Albrecht,"Industriestraße 32, Buxtehude","Kirchenallee 26, Pinneberg",eigener 7.5t LKW,Möbellift,63,10.4,0,0.0,2.6,140.32,Möbellift
1926,2025-09-19,Nordlicht Möbelhandel,"Hauptstraße 106, Norderstedt","Feldweg 75, Hamburg-Wandsbek",gemieteter 12t LKW mit Fahrer,Möbellift,37,5.46,2,6.1,8.4,602.49,Möbellift
1927,2025-09-19,Katrin Albrecht,"Bergstraße 28, Hamburg-Altona","Kirchenallee 49, Buxtehude",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,10,1.3,1,3.8,6.4,377.34,Gabelstapler gemietet
1928,2025-09-19,Bäckerei Nord GmbH,"Lange Reihe 53, Hamburg-Harburg","Industriestraße 114, Norderstedt",eigener Transporter,,71,12.31,2,7.2,9.5,641.06,
1929,2025-09-19,Lena Vogt,"Bergstraße 114, Hamburg-Altona","Industriestraße 64, Buxtehude",eigener 7.5t LKW,Möbellift,53,7.22,2,7.3,9.4,683.67,Möbellift
1930,2025-09-20,Peter Hansen,"Hauptstraße 88, Norderstedt","Industriestraße 56, Wedel",eigener 7.5t LKW,,105,13.27,1,1.9,2.9,519.14,
1931,2025-09-20,Martin Schulz,"Mühlenweg 99, Norderstedt","Feldweg 103, Reinbek",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,48,4.6,4,6.2,7.7,835.39,Gabelstapler gemietet
1932,2025-09-20,Anna Becker,"Industriestraße 83, Wedel","Lange Reihe 12, Pinneberg",gemieteter 12t LKW mit Fahrer,,105,16.98,2,7.6,10.1,728.07,
1933,2025-09-20,HafenLogistik HH,"Elbchaussee 63, Hamburg-Eimsbüttel","Hafenstraße 118, Stade",eigener 7.5t LKW,,116,15.1,3,5.2,6.8,724.14,
1934,2025-09-20,Julia Neumann,"Mühlenweg 109, Hamburg-Eimsbüttel","Hafenstraße 25, Ahrensburg",eigener 7.5t LKW,,30,4.27,2,6.7,9.3,605.33,
1935,2025-09-21,Julia Neumann,"Bergstraße 42, Buxtehude","Hauptstraße 55, Hamburg-Harburg",eigener 7.5t LKW,Gabelstapler gemietet,51,6.49,1,5.4,6.8,517.49,Gabelstapler gemietet
1936,2025-09-21,Uwe Hartmann,"Bergstraße 108, Norderstedt","Bahnhofstraße 108, Hamburg-Eimsbüttel",gemieteter 12t LKW mit Fahrer,Möbellift,95,11.83,0,0.0,1.5,144.44,Möbellift
1937,2025-09-21,Martin Schulz,"Mühlenweg 38, Hamburg-Altona","Hauptstraße 113, Hamburg-Nord",eigener 7.5t LKW,,115,17.83,4,3.8,4.4,722.66,
1938,2025-09-21,Katrin Albrecht,"Bahnhofstraße 15, Buxtehude","Bergstraße 6, Hamburg-Altona",eigener Transporter,,51,7.27,1,2.9,3.4,413.87,
1939,2025-09-21,Bäckerei Nord GmbH,"Hauptstraße 23, Norderstedt","Feldweg 9, Hamburg-Bergedorf",gemieteter Transporter mit Fahrer,Gabelstapler gemietet,75,13.31,0,0.0,1.6,140.07,Gabelstapler gemietet
1940,2025-09-21,Thomas Krüger,"Mühlenweg 84, Ahrensburg","Industriestraße 19, Hamburg-Wandsbek",eigener Transporter,Gabelstapler gemietet,51,6.57,3,6.8,8.0,754.69,Gabelstapler gemietet
1941,2025-09-22,Anna Becker,"Hauptstraße 99, Norderstedt","Hauptstraße 78, Ahrensburg",eigener 7.5t LKW,Möbellift,96,8.65,3,6.3,8.0,779.08,Möbellift
1942,2025-09-22,Thomas Krüger,"Elbchaussee 9, Hamburg-Harburg","Kirchenallee 98, Ahrensburg",eigener 7.5t LKW,Gabelstapler gemietet,91,14.88,2,7.7,9.7,713.59,Gabelstapler gemietet
1943,2025-09-22,HafenLogistik HH,"Elbchaussee 56, Hamburg-Bergedorf","Hauptstraße 106, Hamburg-Altona",eigener Transporter,,93,14.46,2,2.7,4.5,497.01,
1944,2025-09-22,Julia Neumann,"Industriestraße 78, Hamburg-Harburg","Hafenstraße 97, Hamburg-Altona",eigener 7.5t LKW,,96,9.38,3,5.0,7.5,729.6,
1945,2025-09-22,Martin Schulz,"Mühlenweg 24, Stade","Feldweg 43, Norderstedt",eigener Transporter,Gabelstapler gemietet,116,17.6,4,2.6,3.6,675.83,Gabelstapler gemietet
1946,2025-09-22,Peter Hansen,"Industriestraße 58, Ahrensburg","Hauptstraße 37, Reinbek",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,118,20.86,1,3.8,5.0,530.24,Gabelstapler gemietet
1947,2025-09-23,Julia Neumann,"Bahnhofstraße 113, Hamburg-Eimsbüttel","Elbchaussee 112, Hamburg-Nord",gemieteter Transporter mit Fahrer,Hubwagen,110,13.38,3,2.9,3.6,638.69,Hubwagen
1948,2025-09-23,HafenLogistik HH,"Hauptstraße 19, Buxtehude","Elbchaussee 94, Ahrensburg",gemieteter 12t LKW mit Fahrer,Hubwagen,49,7.93,0,0.0,2.3,117.05,Hubwagen
1949,2025-09-23,Bäckerei Nord GmbH,"Hafenstraße 100, Hamburg-Bergedorf","Hauptstraße 85, Hamburg-Nord",eigener 7.5t LKW,Hubwagen,87,8.94,1,7.8,10.7,594.15,Hubwagen
1950,2025-09-23,Peter Hansen,"Hauptstraße 16, Hamburg-Nord","Bergstraße 13, Hamburg-Bergedorf",eigener 7.5t LKW,Hubwagen,98,13.09,1,5.5,8.1,531.57,Hubwagen
1951,2025-09-23,Lena Vogt,"Bahnhofstraße 11, Stade","Elbchaussee 9, Wedel",gemieteter 12t LKW mit Fahrer,Möbellift,17,3.04,3,4.2,6.3,591.34,Möbellift
1952,2025-09-23,Nina Krause,"Lange Reihe 103, Stade","Bahnhofstraße 52, Reinbek",gemieteter Transporter mit Fahrer,Hubwagen,59,10.15,2,5.5,6.3,605.43,Hubwagen
1953,2025-09-24,Martin Schulz,"Hafenstraße 22, Hamburg-Eimsbüttel","Bahnhofstraße 120, Norderstedt",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,72,11.52,4,2.4,3.5,615.74,Gabelstapler gemietet
1954,2025-09-24,Julia Neumann,"Lange Reihe 7, Hamburg-Harburg","Kirchenallee 96, Hamburg-Bergedorf",eigener Transporter,Gabelstapler gemietet,13,2.29,2,2.9,3.5,411.47,Gabelstapler gemietet
1955,2025-09-24,Katrin Albrecht,"Industriestraße 23, Hamburg-Wandsbek","Bergstraße 56, Ahrensburg",eigener Transporter,Möbellift,105,16.4,1,3.9,5.7,530.21,Möbellift
1956,2025-09-24,Uwe Hartmann,"Industriestraße 51, Reinbek","Feldweg 98, Stade",gemieteter Transporter mit Fahrer,Möbellift,100,12.16,4,2.0,4.9,610.43,Möbellift
1957,2025-09-24,Bäckerei Nord GmbH,"Hafenstraße 16, Wedel","Hafenstraße 8, Hamburg-Altona",eigener 7.5t LKW,Gabelstapler gemietet,103,17.01,2,4.7,5.4,632.79,Gabelstapler gemietet
1958,2025-09-25,Nina Krause,"Elbchaussee 75, Norderstedt","Hauptstraße 78, Reinbek",eigener 7.5t LKW,Hubwagen,24,3.7,1,6.7,9.6,504.4,Hubwagen
1959,2025-09-25,IT-Service Elbe,"Bergstraße 37, Stade","Lange Reihe 92, Hamburg-Harburg",eigener 7.5t LKW,Hubwagen,11,1.19,4,1.8,2.6,474.72,Hubwagen
1960,2025-09-25,Lena Vogt,"Bahnhofstraße 11, Reinbek","Lange Reihe 27, Hamburg-Harburg",gemieteter Transporter mit Fahrer,,112,15.42,3,1.7,2.4,573.16,
1961,2025-09-25,Lena Vogt,"Mühlenweg 44, Hamburg-Bergedorf","Bergstraße 120, Wedel",eigener 7.5t LKW,Hubwagen,47,5.4,0,0.0,1.6,129.12,Hubwagen
1962,2025-09-25,Nina Krause,"Industriestraße 78, Hamburg-Altona","Industriestraße 35, Hamburg-Eimsbüttel",gemieteter 12t LKW mit Fahrer,Hubwagen,97,14.69,0,0.0,2.1,223.16,Hubwagen
1963,2025-09-25,IT-Service Elbe,"Bergstraße 37, Wedel","Bahnhofstraße 13, Wedel",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,25,2.33,0,0.0,2.6,128.13,Gabelstapler gemietet
1964,2025-09-26,Anna Becker,"Hafenstraße 70, Stade","Industriestraße 107, Hamburg-Nord",eigener Transporter,Hubwagen,96,8.94,4,1.5,2.3,577.26,Hubwagen
1965,2025-09-26,Anna Becker,"Hafenstraße 19, Stade","Feldweg 117, Norderstedt",eigener Transporter,Möbellift,115,18.76,1,2.3,28.7,507.54,Mehrtagiger Auftrag (z.B. Lagerumzug / LKW manuell beladen)
